"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"716","","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN"
"717","Bancomer","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"718","Banamex","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"719","Banorte","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"720","Santander","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"721","Banco Azteca","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"722","Afirme","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"723","HSBC","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"724","Scotiabank","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"725","Otro","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"726","No sabe","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN"
"727","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN"
"728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"729","Ap18E","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"730","P20_D_AMBOS_Nissan","10","40","0","NaN","0","NaN","10","40","0","NaN","0","NaN","4","50","6","35.3","0","NaN","4","50","3","30","2","50","1","50","0","0","0","NaN","2","40","3","75","5","38.5","0","0","2","28.6","0","NaN","0","NaN","1","25","1","25","6","60","6","46.2","0","0","2","50","2","50","0","NaN"
"731","P20_D_AMBOS_General_Motors","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","0","0","1","5.9","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","1","25","0","0","0","0","1","7.7","0","0","0","0","0","0","0","NaN"
"732","P20_D_AMBOS_Volkswagen","6","24","0","NaN","0","NaN","6","24","0","NaN","0","NaN","1","12.5","5","29.4","0","NaN","2","25","2","20","2","50","0","0","0","0","0","NaN","1","20","1","25","4","30.8","0","0","2","28.6","0","NaN","0","NaN","1","25","1","25","2","20","4","30.8","1","25","0","0","1","25","0","NaN"
"733","P20_D_AMBOS_FCA_M_xico","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"734","P20_D_AMBOS_Ford_Motor","2","8","0","NaN","0","NaN","2","8","0","NaN","0","NaN","1","12.5","1","5.9","0","NaN","1","12.5","0","0","0","0","0","0","1","100","0","NaN","1","20","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","0","0","1","25","1","10","1","7.7","0","0","0","0","1","25","0","NaN"
"735","P20_D_AMBOS_Toyota","2","8","0","NaN","0","NaN","2","8","0","NaN","0","NaN","0","0","2","11.8","0","NaN","0","0","1","10","1","25","0","0","0","0","0","NaN","0","0","0","0","0","0","2","66.7","1","14.3","0","NaN","0","NaN","1","25","0","0","0","0","1","7.7","0","0","1","25","0","0","0","NaN"
"736","P20_D_AMBOS_Honda","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"737","P20_D_AMBOS_Mazda","3","12","0","NaN","0","NaN","3","12","0","NaN","0","NaN","2","25","1","5.9","0","NaN","1","12.5","2","20","0","0","0","0","0","0","0","NaN","0","0","0","0","2","15.4","1","33.3","1","14.3","0","NaN","0","NaN","0","0","0","0","2","20","0","0","2","50","1","25","0","0","0","NaN"
"738","P20_D_AMBOS_Hyundai","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","1","12.5","0","0","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","10","0","0","1","25","0","0","0","0","0","NaN"
"739","P20_D_AMBOS_Renault","2","8","0","NaN","0","NaN","2","8","0","NaN","0","NaN","2","25","0","0","0","NaN","0","0","1","10","0","0","1","50","0","0","0","NaN","2","40","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","2","50","0","0","0","0","0","0","1","25","1","25","0","NaN"
"740","P20_D_AMBOS_Mitsubichi","1","4","0","NaN","0","NaN","1","4","0","NaN","0","NaN","1","12.5","0","0","0","NaN","0","0","1","10","0","0","0","0","0","0","0","NaN","0","0","0","0","1","7.7","0","0","0","0","0","NaN","0","NaN","0","0","0","0","1","10","0","0","1","25","0","0","0","0","0","NaN"
"741","P20_D_AMBOS_FAW","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"742","Total","25","100","0","NaN","0","NaN","25","100","0","NaN","0","NaN","8","100","17","100","0","NaN","8","100","10","100","4","100","2","100","1","100","0","NaN","5","100","4","100","13","100","3","100","7","100","0","NaN","0","NaN","4","100","4","100","10","100","13","100","4","100","4","100","4","100","0","NaN"
"743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"744","Ap18E1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"745","P20_E_AMBOS_Es_de_calidad_1","5","50","0","NaN","0","NaN","5","50","0","NaN","0","NaN","2","50","3","50","0","NaN","3","75","1","33.3","1","50","0","0","0","NaN","0","NaN","1","50","2","66.7","2","40","0","NaN","0","0","0","NaN","0","NaN","1","100","0","0","4","66.7","3","50","0","NaN","1","50","1","50","0","NaN"
"746","P20_E_AMBOS_Dise_o_de_sus_autos_1","4","40","0","NaN","0","NaN","4","40","0","NaN","0","NaN","3","75","1","16.7","0","NaN","0","0","2","66.7","2","100","0","0","0","NaN","0","NaN","1","50","1","33.3","2","40","0","NaN","0","0","0","NaN","0","NaN","1","100","1","100","2","33.3","2","33.3","0","NaN","1","50","1","50","0","NaN"
"747","P20_E_AMBOS_Rendimiento_de_gasolina_1","3","30","0","NaN","0","NaN","3","30","0","NaN","0","NaN","2","50","1","16.7","0","NaN","1","25","1","33.3","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","1","20","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","3","50","2","33.3","0","NaN","0","0","1","50","0","NaN"
"748","P20_E_AMBOS_Precio_1","3","30","0","NaN","0","NaN","3","30","0","NaN","0","NaN","2","50","1","16.7","0","NaN","2","50","0","0","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","1","20","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","3","50","2","33.3","0","NaN","0","0","1","50","0","NaN"
"749","P20_E_AMBOS_Desempe_o___manejo_del_auto_1","5","50","0","NaN","0","NaN","5","50","0","NaN","0","NaN","2","50","3","50","0","NaN","2","50","1","33.3","1","50","1","100","0","NaN","0","NaN","0","0","3","100","2","40","0","NaN","2","100","0","NaN","0","NaN","1","100","0","0","2","33.3","4","66.7","0","NaN","0","0","1","50","0","NaN"
"750","P20_E_AMBOS_Seguridad_1","2","20","0","NaN","0","NaN","2","20","0","NaN","0","NaN","1","25","1","16.7","0","NaN","1","25","0","0","1","50","0","0","0","NaN","0","NaN","0","0","1","33.3","1","20","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","2","33.3","2","33.3","0","NaN","0","0","0","0","0","NaN"
"751","P20_E_AMBOS_Comodidad_del_interior_del_aut_1","4","40","0","NaN","0","NaN","4","40","0","NaN","0","NaN","3","75","1","16.7","0","NaN","2","50","1","33.3","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","2","40","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","4","66.7","2","33.3","0","NaN","1","50","1","50","0","NaN"
"752","P20_E_AMBOS_Confiabilidad___durabilidad_1","5","50","0","NaN","0","NaN","5","50","0","NaN","0","NaN","3","75","2","33.3","0","NaN","1","25","3","100","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","3","60","0","NaN","0","0","0","NaN","0","NaN","1","100","0","0","4","66.7","3","50","0","NaN","1","50","1","50","0","NaN"
"753","P20_E_AMBOS_Status___imagen_que_el_veh_cul_1","4","40","0","NaN","0","NaN","4","40","0","NaN","0","NaN","3","75","1","16.7","0","NaN","2","50","1","33.3","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","2","40","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","4","66.7","2","33.3","0","NaN","1","50","1","50","0","NaN"
"754","P20_E_AMBOS_Bajos_costos_de_los_servicios__1","3","30","0","NaN","0","NaN","3","30","0","NaN","0","NaN","2","50","1","16.7","0","NaN","1","25","1","33.3","1","50","0","0","0","NaN","0","NaN","0","0","2","66.7","1","20","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","3","50","2","33.3","0","NaN","0","0","1","50","0","NaN"
"755","P20_E_AMBOS_Otro__Especificar_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"756","P20_E_AMBOS_No_sabe__no_contest_1","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN"
"757","Total","10","100","0","NaN","0","NaN","10","100","0","NaN","0","NaN","4","100","6","100","0","NaN","4","100","3","100","2","100","1","100","0","NaN","0","NaN","2","100","3","100","5","100","0","NaN","2","100","0","NaN","0","NaN","1","100","1","100","6","100","6","100","0","NaN","2","100","2","100","0","NaN"
"758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"759","Ap18E2","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"760","P20_E_AMBOS_Es_de_calidad_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"761","P20_E_AMBOS_Dise_o_de_sus_autos_2","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"762","P20_E_AMBOS_Rendimiento_de_gasolina_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"763","P20_E_AMBOS_Precio_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"764","P20_E_AMBOS_Desempe_o___manejo_del_auto_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"765","P20_E_AMBOS_Seguridad_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"766","P20_E_AMBOS_Comodidad_del_interior_del_aut_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"767","P20_E_AMBOS_Confiabilidad___durabilidad_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"768","P20_E_AMBOS_Status___imagen_que_el_veh_cul_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"769","P20_E_AMBOS_Bajos_costos_de_los_servicios__2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"770","P20_E_AMBOS_Otro__Especificar_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"771","P20_E_AMBOS_No_sabe__no_contest_2","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"772","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"774","Ap18E3","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"775","P20_E_AMBOS_Es_de_calidad_3","1","16.7","0","NaN","0","NaN","1","16.7","0","NaN","0","NaN","1","100","0","0","0","NaN","0","0","0","0","1","50","0","NaN","0","NaN","0","NaN","1","100","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","1","100","0","0","0","0","0","0","0","NaN","1","100","0","NaN"
"776","P20_E_AMBOS_Dise_o_de_sus_autos_3","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","0","0","2","40","0","NaN","0","0","1","50","1","50","0","NaN","0","NaN","0","NaN","0","0","0","0","2","50","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","2","100","2","50","0","0","0","NaN","0","0","0","NaN"
"777","P20_E_AMBOS_Rendimiento_de_gasolina_3","4","66.7","0","NaN","0","NaN","4","66.7","0","NaN","0","NaN","1","100","3","60","0","NaN","1","50","2","100","1","50","0","NaN","0","NaN","0","NaN","1","100","1","100","2","50","0","NaN","1","50","0","NaN","0","NaN","1","100","1","100","1","50","2","50","1","100","0","NaN","1","100","0","NaN"
"778","P20_E_AMBOS_Precio_3","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","1","100","1","20","0","NaN","0","0","1","50","1","50","0","NaN","0","NaN","0","NaN","1","100","0","0","1","25","0","NaN","0","0","0","NaN","0","NaN","0","0","1","100","1","50","1","25","0","0","0","NaN","1","100","0","NaN"
"779","P20_E_AMBOS_Desempe_o___manejo_del_auto_3","1","16.7","0","NaN","0","NaN","1","16.7","0","NaN","0","NaN","0","0","1","20","0","NaN","0","0","1","50","0","0","0","NaN","0","NaN","0","NaN","0","0","1","100","0","0","0","NaN","1","50","0","NaN","0","NaN","0","0","0","0","0","0","0","0","1","100","0","NaN","0","0","0","NaN"
"780","P20_E_AMBOS_Seguridad_3","2","33.3","0","NaN","0","NaN","2","33.3","0","NaN","0","NaN","0","0","2","40","0","NaN","0","0","1","50","1","50","0","NaN","0","NaN","0","NaN","0","0","0","0","2","50","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","2","100","2","50","0","0","0","NaN","0","0","0","NaN"
